name,artist,id,popularity,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Golden Years - 1999 Remaster,David Bowie,1hlG7OWNQYhY01ZOd7JL6S,"0
",0.671,11,1,1.07e-05,240600,4,0.733,-10.092,0.0356,0.132,108.603,0.0908,0.94
Summertime,Bon Jovi,6ciWUxieidbggymkudxeIu,"33
",0.59,7,1,0.00127,198867,4,0.815,-3.96,0.047,0.000348,96.028,0.121,0.683
Amor,Julio Iglesias,6DaDC68Ogcd3QEyAsXN52x,"31
",0.501,1,1,1e-05,199760,4,0.672,-11.587,0.0733,0.327,105.026,0.0863,0.827
When I Need You,Céline Dion,6XOtAA2T1dwtF729qVAvUa,"0
",0.258,1,1,3.76e-06,251267,4,0.368,-10.353,0.0466,0.396,76.843,0.119,0.161
Zapatero,Manolo Garcia,5TEhrKGfl4e2zB3HAevrkV,"45
",0.696,1,0,5.96e-06,296893,4,0.575,-5.769,0.0308,0.199,124.027,0.133,0.384
The Song of the Sun,Mike Oldfield,602QT8hTuTVA4aSQWR13LB,"43
",0.423,2,0,0.646,275240,3,0.521,-10.568,0.0327,0.604,162.936,0.0792,0.364
Analyse,Thom Yorke,5fOOQFVHQb1M58iSYebKeW,"46
",0.56,1,1,0.0144,242787,4,0.841,-8.394,0.0334,0.107,100.007,0.14,0.42
Handle This,Sum 41,2GCGoUJDbCQItaom20NaPh,"0
",0.311,2,1,3.48e-05,217027,4,0.875,-4.875,0.0548,5.52e-05,164.369,0.184,0.521
Nästan perfekt,Lars Winnerbäck,6ABSjYyYAR0NLgP0FTqZfr,"25
",0.481,0,1,2.12e-05,192893,4,0.747,-5.911,0.0284,0.000292,107.029,0.137,0.31
Apologize,Timbaland,218Wuit1pSPsYUzOw5mNCu,"0
",0.652,8,1,0.0,184400,4,0.609,-6.054,0.0299,0.0332,118.025,0.0979,0.0966
Cock Pushups,Tenacious D,64wvuHiBW8qTQAbg3BtYmW,"35
",0.713,10,1,0.0,48200,4,0.149,-18.643,0.937,0.851,84.0,0.194,0.415
Tavikset,Happoradio,4EkkXSKbikw8Kg4WAO7iYh,"26
",0.596,1,0,1.17e-05,211653,4,0.897,-4.33,0.031,0.00626,128.001,0.103,0.851
Racer,Neverstore,4z6PBdLVQluUtYQTWkFrCp,"18
",0.617,11,1,0.0,247453,4,0.834,-6.788,0.0562,0.000747,132.112,0.315,0.708
Killers Like Candy,I Am Ghost,4IpuzqkJL536B0H0JFF8JU,"0
",0.279,0,0,0.0,213240,4,0.954,-3.195,0.155,0.00573,195.014,0.358,0.485
Dawn Of The Dead,Does It Offend You,7a6PDOMkHcYfomPyUtwMKc, Yeah?,0.562,11,1,0.00478,207653,4,0.93,-3.201,0.0446,0.000205,126.02,0.121,0.705
Los tesoros imposibles,Huecco,50ZjS0oaoBdu2X5ccZJzDH,"33
",0.691,0,1,0.0,229933,4,0.669,-5.695,0.028,0.0765,114.989,0.162,0.682
Just,Mark Ronson,1UI1x00ogeXVWvCEH0METr,"0
",0.747,10,0,0.000209,320213,4,0.885,-5.605,0.129,0.17,97.475,0.11,0.723
Life Less Frightening,Rise Against,29GIkLWfzIXT56093eWUbg,"0
",0.488,1,1,0.00929,223840,4,0.96,-2.631,0.0732,0.0101,180.11,0.194,0.175
Running In The Family - Single Version,Level 42,3vbVPTqsL1J9To9HXiGwX0,"0
",0.837,2,1,0.0,236707,4,0.845,-5.291,0.0445,0.056,124.738,0.101,0.957
Angel,Saybia,50VvgPAJ9euvzmFEFX9wXc,"34
",0.399,9,0,0.0,266240,4,0.655,-5.344,0.0298,0.218,80.889,0.152,0.269
Knives Out,Radiohead,7FjVmM8VPPlhh83EBAlOLs,"0
",0.433,2,0,0.293,254867,4,0.675,-6.702,0.0337,0.0911,137.268,0.159,0.184
My Paper Heart,The All-American Rejects,6EfRc1cGuqBWlXvfZAlNzB,"0
",0.495,0,1,9.04e-06,228066,4,0.851,-5.008,0.0367,0.000356,171.94,0.355,0.799
Rhythm Of Love,Scorpions,7ATcumB9mGUykJ369vf5yV,"0
",0.359,7,0,0.001,225773,4,0.949,-6.987,0.0605,0.00289,92.117,0.879,0.253
Beat It,Raintime,7KGUw7dUN64loIl18U6I8h,"37
",0.422,6,1,1.7e-06,223600,4,0.909,-3.68,0.0417,2.6e-05,76.051,0.0898,0.804
Far Away,Cut Copy,1txXVZfWCBpdBXsDmLG1kV,"0
",0.61,5,0,0.29,296194,4,0.968,-2.169,0.0434,0.056,126.007,0.075,0.934
Monkey Man,The Rolling Stones,4Td8cV4kTd3zx7MeiAfR4M,"0
",0.414,6,1,0.0634,251426,4,0.772,-9.324,0.035,0.517,102.113,0.0849,0.533
Flash Of The Blade - 1998 Remastered Version,Iron Maiden,6KQBowO3D5YQCgTWM9kCqp,"0
",0.393,7,1,0.0134,242667,4,0.972,-5.167,0.0596,0.00114,111.577,0.211,0.53
The Jean Genie - 1997 Remaster,David Bowie,5j3gAUMZc5z0IYVktwW0F2,"33
",0.564,11,0,2.19e-05,246213,4,0.662,-5.869,0.0291,0.206,129.061,0.372,0.708
I'm No Angel,Dido,5dCuH9N152aEx14Hk2EWiw,"41
",0.843,9,0,0.000879,235600,4,0.634,-8.077,0.0313,0.0759,99.522,0.0949,0.798
Astronaut,Beach House,6pSgxK9WzykT0OgzH6o21e,"0
",0.42,8,1,0.977,304560,4,0.506,-10.504,0.0267,0.638,95.922,0.0832,0.0929
Crime,Najwajean,1k6HHaQZ60ZHANCmnkKhlt,"35
",0.625,11,1,0.000589,205973,4,0.426,-9.558,0.0432,0.674,90.081,0.111,0.202
Jesus, Take the Wheel,3lec3CzDPAxsZokPph5w87,Carrie Underwood,0.359,2,1,0.0,226493,4,0.518,-3.537,0.0302,0.665,76.572,0.106,0.135
Starless,Crossfade,0JPlgRBDGRteFR8G4FeCG5,"43
",0.493,9,1,0.000203,235320,4,0.953,-4.688,0.0782,0.000203,148.102,0.0532,0.512
Note To Self,From First To Last,2FfIR4yloyN48IX1xe4huW,"0
",0.207,4,0,2.34e-05,239880,3,0.894,-5.873,0.203,0.000854,85.986,0.344,0.246
Dead To The World,Nightwish,4GjrKyxUyXoRgnzjTQ5BDt,"0
",0.415,7,1,0.00111,258531,4,0.876,-6.298,0.057,2.12e-05,141.93,0.423,0.348
Lets Get Lost,Elliott Smith,3knT2Sk2QqWbCkYCzeaHP4,"0
",0.532,9,0,0.00188,147307,4,0.344,-15.283,0.0405,0.829,92.079,0.105,0.589
This Is My Now,Jordin Sparks,2V1QME3gk5puiv3gQ9bbjB,"10
",0.471,6,1,0.0,229738,4,0.559,-5.336,0.0285,0.223,148.016,0.0935,0.172
Megalomania,Muse,5lhPfKx2ZTQMt8cMj3Dv1O,"0
",0.189,4,0,0.824,279907,4,0.304,-11.897,0.032,0.0326,145.76,0.315,0.0899
Victoria's Secret - Live Album Version,Sonata Arctica,6NkdSLin8vhT9oZuO0bVnK,"7
",0.403,2,1,0.0142,303320,4,0.923,-4.974,0.0609,0.00475,74.966,0.88,0.288
Bad Moon Rising,John Fogerty,1V3h9uMQbjaGCRuYBs852j,"0
",0.374,2,1,2.56e-06,137000,3,0.942,-4.968,0.181,0.00781,199.234,0.737,0.67
Camouflage,Stan Ridgway,4bxjjysA7lmrBb01oVQLYv,"48
",0.677,2,0,0.00112,437733,4,0.656,-12.715,0.0259,0.44,100.571,0.269,0.693
Tahdon sut,Eppu Normaali,3NxRpfJA4hIRWaPWHdLjLK,"0
",0.67,0,1,0.00975,273400,4,0.778,-6.691,0.0435,0.0161,121.991,0.334,0.555
Temple of Love - Radio Edit,BWO,1cw6VQ7t4Wq4bIVKaLU768,"40
",0.666,1,1,0.00343,204813,4,0.879,-3.475,0.0348,0.0127,127.979,0.101,0.916
Can't Get You Off My Mind,Lenny Kravitz,3FUdQ895vu0DjBi2AZ9JUR,"44
",0.54,7,1,2.46e-06,273760,4,0.709,-5.323,0.0276,0.00464,124.698,0.266,0.419
One of the Brightest Stars,James Blunt,2OjjO99C0yGnHXarzoC6S7,"43
",0.613,0,1,0.0,191400,4,0.343,-11.099,0.0274,0.919,78.243,0.0913,0.134
Elysium,Lisa Gerrard,4KscmBsFFjcfnD3XbYIklO,"58
",0.148,9,1,0.723,162827,5,0.167,-18.333,0.0407,0.751,88.056,0.109,0.0374
Let's Leave,The Plan,6T9mVHuZrR0SITlUiu72HJ,"30
",0.287,11,0,0.121,266400,4,0.763,-3.895,0.0326,3.24e-05,81.232,0.0723,0.461
Every Morning - Remastered,Sugar Ray,6Neq7tjnknt4URNI8txFL4,"61
",0.829,8,1,0.00174,220200,4,0.674,-4.493,0.0362,0.0838,109.917,0.102,0.974
Different Names for the Same Thing,Death Cab for Cutie,1LpYgSYSSWh7Sb751TXkK9,"41
",0.369,2,1,0.925,308507,3,0.546,-10.049,0.0327,0.18,170.13,0.112,0.0518
The Heart and the Shape,36 Crazyfists,2TW7jZ2yL2e2obokNOc8Nq,"39
",0.602,7,1,0.000264,190840,4,0.973,-4.427,0.0443,0.00105,102.027,0.0859,0.812
I'm Ready,Jack's Mannequin,08tZmvbJ0fB0eSBpiY9IGb,"31
",0.504,7,0,0.0,235253,4,0.959,-4.017,0.0629,0.0149,115.834,0.324,0.362
This Is Exile,Whitechapel,7Boal1EcwGtaOq8Rh6gbvE,"0
",0.321,2,1,0.131,220120,4,0.995,-4.857,0.213,0.000985,124.867,0.153,0.0386
Angelia,Richard Marx,2cG2bZy32qIxWVbFrobSQ1,"55
",0.54,8,1,0.000685,317933,4,0.64,-8.557,0.0251,0.114,97.033,0.245,0.523
Kick Out the Jams,MC5,1cLfXnBwTFuRngRZfQeLof,"45
",0.316,2,1,0.0,160533,4,0.921,-3.491,0.0708,0.00407,145.559,0.37,0.723
I Can't Stop This Feeling I've Got,Razorlight,1aN236Ij1VKpX3Ylv78PGM,"0
",0.498,9,1,8.75e-06,205720,4,0.525,-7.21,0.0506,0.0258,131.917,0.158,0.501
The Party Song,blink-182,121vwlrZtt77y1kEsPHzm0,"0
",0.341,11,1,0.0,139200,4,0.94,-4.104,0.112,0.109,117.971,0.375,0.917
Black Coffee,All Saints,4LEGmaKtfmHVsfRudKk59g,"31
",0.673,9,1,0.00174,289427,4,0.7,-7.484,0.0287,0.0183,120.01,0.0756,0.503
Varning för ras,Lars Winnerbäck,2NZV47uE8apaZdTN2cFC0U,"0
",0.347,9,1,7.36e-05,298600,3,0.335,-10.639,0.0304,0.592,139.786,0.247,0.253
Confessions Part II - Confessions Special Edition Version,Usher,2VNJdBmlWLZfz9SQo8ob6V,"0
",0.837,1,1,0.0,211200,4,0.469,-7.666,0.137,0.0508,138.052,0.0664,0.708
Help Me, Rhonda - 2001 Digital Remaster,1slEcozr79Ye7R8i8ihLZT,The Beach Boys,0.509,1,1,0.0,167907,4,0.759,-7.364,0.0304,0.0487,139.63,0.166,0.756
Bright Eyes.,Blind Guardian,6MnDDZuxMNSy4lHZFQWFG0,"0
",0.51,1,1,0.127,315640,4,0.944,-6.007,0.0498,0.000198,93.966,0.403,0.373
Scum Of The Earth,Rob Zombie,4bZGXFm9l0086jT9YpwjSQ,"0
",0.533,1,1,0.00568,175573,4,0.969,-4.028,0.0733,1.04e-05,139.994,0.0982,0.384
Baby Did A Bad Bad Thing,Chris Isaak,6nFMUnqwNsFY81aNgSB1vc,"0
",0.562,2,1,0.000285,174533,4,0.402,-12.458,0.0634,0.325,152.677,0.112,0.588
Forget to Remember - From Saw II - Original Soundtrack,Mudvayne,0h5D9uxuZRAfq6qMMX34vN,"56
",0.452,8,1,0.0028,215307,4,0.965,-3.388,0.141,0.00085,188.151,0.0741,0.743
Did You Get My Message?,Jason Mraz,4OI0mQIFAvlHFm2PPSOG0R,"37
",0.531,1,1,0.0,240507,4,0.75,-4.985,0.0466,0.434,170.366,0.0924,0.652
7 Days To The Wolves,Nightwish,5e1uaevcDKN4W4lCmDr96W,"0
",0.296,3,1,0.0996,423993,4,0.859,-4.511,0.0698,0.000203,152.02,0.0734,0.411
Preparations for the Last TV Fake,Yann Tiersen,461yMKrYMhrHnQTw3jLNyJ,"31
",0.67,9,0,0.821,188053,4,0.722,-6.98,0.0321,0.967,95.033,0.15,0.874
Clavado en un bar - En vivo,Maná,2fjGzsj8BPw9hZCrLZh1HO,"41
",0.498,9,1,0.0054,419747,4,0.954,-4.828,0.0504,0.000635,77.004,0.989,0.283
Should've Listened,Nickelback,0yo0yBf0SCt6bSStga0V27,"42
",0.535,9,1,0.0,222813,4,0.651,-5.008,0.0352,0.00319,159.972,0.246,0.459
Drops In The River,Fleet Foxes,1rJST2g2ISXclPy3tOCABT,"0
",0.536,2,1,8.12e-05,253080,4,0.305,-10.718,0.0258,0.0775,106.069,0.195,0.0855
Pesadilla,Estopa,7ImUx6HXyWpEkKGOolk7Kq,"38
",0.616,5,1,1.06e-06,617707,4,3.09e-05,-6.52,0.467,0.54,155.575,0.0878,0.252
Messiah / You're Beautiful,Phil Wickham,0W5TB5VNs0J16suh3r67P1,"49
",0.328,3,1,0.0357,293720,4,0.51,-7.688,0.0287,0.078,165.98,0.146,0.176
Lonelily,Damien Rice,4bdjQvuoDBAsxdUPmEIltt,"44
",0.298,0,1,6.3e-05,193880,3,0.503,-8.555,0.0437,0.348,78.951,0.118,0.533
La Ragazza Del Elevetore,Los Delinquentes,2wS2MQVGRVxHJoiN7AcvGZ,"0
",0.729,4,1,3.03e-05,191160,4,0.61,-11.122,0.0294,0.486,135.087,0.208,0.963
Harbour,Sinéad O'Connor,7EHeq2QCxDpBDtDigZLhCF,"0
",0.551,2,1,0.474,387573,4,0.382,-13.114,0.0236,0.172,92.071,0.0923,0.0992
I Would Die 4 U,Prince,6fBwVe6udYdnRqwqo06if8,"61
",0.731,2,1,0.000388,178987,4,0.75,-10.457,0.0321,0.0862,135.406,0.202,0.639
Don't Cry - Live In Japan / 1992,Guns N' Roses,0Kkxb5TmolCVbxe6cnhGF2,"0
",0.361,8,0,0.035,284800,4,0.837,-5.567,0.0539,0.0888,127.241,0.987,0.375
Dear Father,Sum 41,5ug96HF0j92XXLVrPbOUX1,"0
",0.5,11,1,0.0,232173,4,0.895,-4.46,0.033,0.000185,132.03,0.513,0.35
The Circle,Ocean Colour Scene,61SVJX0TWSSHU0wgqL2RT0,"46
",0.506,2,1,0.05,223267,4,0.871,-5.68,0.0369,0.00158,124.119,0.379,0.608
Reborn,Stone Sour,25eqRfzVSLLd0mLqYJlzSG,"31
",0.519,6,1,0.013,195320,4,0.973,-3.883,0.0857,6.55e-06,93.63,0.154,0.498
Move To The City - Live Version (Explicit),Guns N' Roses,0YOrQ7m06drgKiFazmMpOU,"0
",0.377,10,0,0.9,222733,4,0.843,-7.874,0.0887,0.000769,76.799,0.955,0.549
Tell Her This,Del Amitri,1ERcK7rmNZPqo8nB32JqLt,"0
",0.471,8,1,1.27e-05,191560,4,0.387,-9.416,0.0248,0.652,66.787,0.123,0.348
Dare To Live (Vivere),Eugenio Finardi,2d5NnghZIcJh4V6lpmsMi3,"43
",0.414,4,1,1.59e-06,258107,4,0.429,-8.504,0.0313,0.734,137.902,0.112,0.191
Look What Happened,Less Than Jake,2zPrdI7V4Pik4He87Nhdbl,"53
",0.322,4,1,0.0,186360,4,0.922,-3.476,0.192,0.0235,186.7,0.191,0.524
Let Me Entertain You,Robbie Williams,4GRhLzeZgi7nsG4d82YfIO,"39
",0.428,10,1,0.00586,355451,4,0.99,-4.231,0.191,0.000736,124.722,0.349,0.102
Wash Away (reprise),Joe Purdy,6cmN289nKe8MTwuBCamoOt,"44
",0.512,5,1,0.000453,180573,4,0.265,-15.737,0.035,0.736,85.937,0.204,0.687
sillyworld,Stone Sour,3gM71A3PPNUMVczQHbGRJr,"31
",0.36,1,1,8.84e-06,250160,4,0.782,-4.561,0.0452,0.000144,159.985,0.102,0.306
As I Sat Sadly By Her Side,Nick Cave & The Bad Seeds,68JcsxhFcIfLOCvRcYfZv9,"0
",0.615,9,0,0.0,375253,4,0.363,-9.994,0.0307,0.868,102.8,0.106,0.267
American Life,Madonna,1x8EuarwCq0lqOSk3AvzuY,"15
",0.797,11,0,0.0,297840,4,0.577,-7.176,0.158,0.0493,101.995,0.273,0.716
Fear Catalyst,Scar Symmetry,1DNVTqHCb9DCZdett7zY1F,"0
",0.273,11,0,0.00193,303520,4,0.966,-3.212,0.0745,6.19e-05,135.075,0.353,0.505
My Patch - Radio Edit,Jim Noir,1n6n6YWVByW2hJgDIBpCtj,"30
",0.741,5,1,0.0175,185360,3,0.723,-5.171,0.0266,0.211,126.821,0.092,0.769
Giraluna,Sidonie,0sCKzOLPBaWUAtbPSapalA,"29
",0.618,7,1,0.0,171560,4,0.272,-8.97,0.0298,0.908,130.207,0.093,0.346
Until The End Of The World,U2,2gdGvVRpYDFLewxzj9Xvhi,"0
",0.499,2,1,0.296,278507,4,0.633,-12.058,0.0294,5.24e-05,102.223,0.527,0.584
Country Music,Kurt Nilsen,47VtT4tSGjantdhDuN576t,"24
",0.547,10,1,0.0,240373,4,0.805,-7.497,0.0335,0.0416,106.0,0.0745,0.721
A Fond Farewell,Elliott Smith,0qEkoCULqcDwdjgZFG5Hjt,"0
",0.683,6,1,0.0303,237987,4,0.37,-12.142,0.0398,0.495,122.205,0.108,0.25
Original Prankster,The Offspring,2mR1n6f94X3h1mZb85eOTH,"0
",0.665,2,1,2.14e-05,220893,4,0.882,-4.206,0.0341,0.000524,146.771,0.241,0.96
Gypsy,Dio,05G8KR4zZsSDiRS2GRt0rq,"38
",0.566,7,1,0.824,219747,4,0.835,-10.195,0.037,0.000367,118.636,0.0464,0.566
Love Is Stronger Than Pride,Sade,2lCuzcUVOWMwetiQ3daEFt,"0
",0.594,4,0,0.000315,257840,4,0.333,-12.321,0.0291,0.813,87.5,0.0836,0.309
Some Things Last a Long Time,Beach House,7BdySfmVcBLq0dSDwjVASJ,"0
",0.414,0,1,0.296,151627,4,0.372,-11.724,0.027,0.435,155.298,0.28,0.228
Bourbon,Dinamita Pa Los Pollos,2954edpplwlieVsvYayZZh,"41
",0.519,0,1,0.0,170000,4,0.65,-8.804,0.0284,0.179,129.966,0.339,0.93
The Formation Of Damnation,Testament,3lAEfLupWtL8aItBIv5YD8,"0
",0.266,8,1,0.804,309907,4,0.983,-5.067,0.133,2.43e-05,106.183,0.171,0.363
Rockaway Beach - 2002 Remaster,Ramones,3Mgc6hFpByowXDImggLF8S,"30
",0.461,9,1,3.58e-05,126653,4,0.862,-5.488,0.0465,0.000927,187.048,0.151,0.876
Som Eit Lauv I Eit Vindkast - Live,Hellbillies,7oT1EIMUUeqHd3CPQ2bt5b,"19
",0.331,9,1,0.0,261733,4,0.708,-6.32,0.0334,0.421,160.202,0.46,0.449
Fuel for Hatred,Satyricon,2sZiMsdClpU4TljuHRoTAj,"33
",0.407,8,1,0.0362,233293,4,0.967,-5.721,0.0593,3.1e-06,154.215,0.124,0.419
Loves Me Not,t.A.T.u.,46s6MapSwWSMeBCkJF0hdR,"0
",0.514,8,0,5.09e-05,174747,4,0.853,-4.275,0.0619,0.0904,130.007,0.128,0.289
I Will Talk And Hollywood Will Listen,Robbie Williams,6r7ayTQwslXYqolO4Zvi6p,"44
",0.304,2,1,5.08e-05,197733,3,0.259,-11.358,0.0315,0.943,81.465,0.0929,0.191
Somewhere In Between,Lifehouse,2iSeQg6EOeusnYaSaCyk4B,"0
",0.439,1,0,4.03e-06,254573,4,0.402,-8.899,0.0254,0.0388,153.963,0.311,0.199
Candy,Iggy Pop,6sFpmdsk4UDMcDWdy4T1Kc,"61
",0.624,7,1,2.08e-05,253493,4,0.585,-10.812,0.03,0.0414,144.251,0.0467,0.646
Helena,Misfits,3cpZPDaWYxxy0Ho2uIyYRW,"56
",0.275,10,1,0.00509,199944,4,0.872,-6.108,0.142,0.000204,147.014,0.0895,0.412
Archetype,Fear Factory,7lV769tRG7x53DEQjcgDB9,"35
",0.494,4,0,1.59e-05,275667,4,0.887,-4.613,0.1,0.000177,155.015,0.139,0.415
Love And Affection,Joan Armatrading,4I1w0J6NA3M25jFZ5dhp6y,"57
",0.634,4,1,0.000329,268333,4,0.31,-13.252,0.0289,0.764,93.47,0.105,0.369
My Girlfriend's Girlfriend,Type O Negative,4i9lLQkiseKbBFg9JBBkld,"34
",0.539,4,0,0.908,228827,4,0.762,-6.908,0.0339,0.158,114.08,0.0648,0.661
Istanbul (Not Constantinople),They Might Be Giants,63vL5oxWrlvaJ0ayNaQnbX,"70
",0.688,5,0,0.00453,153813,4,0.748,-9.39,0.0377,0.0801,114.144,0.136,0.892
I Will Play My Game Beneath The Spin Light,Brand New,7ctZSe2rZ6HexKOruJMXNB,"0
",0.515,11,1,0.0,237122,4,0.643,-6.63,0.0326,0.143,98.287,0.207,0.449
Da Strike,Millencolin,6R1WB0Jgsbm2f38yszvbde,"0
",0.463,0,1,0.0,181267,4,0.89,-8.318,0.0533,0.00109,103.511,0.119,0.777
Surfin' Bird - 2002 Remaster,Ramones,6IrGjH7yWcjhBc8ck2MnWX,"34
",0.47,9,1,0.000742,155853,4,0.968,-5.938,0.0468,0.0991,193.345,0.152,0.854
You're My Better Half,Keith Urban,4oosVyqbfUxDuXDLlwkNK6,"20
",0.651,4,1,4.12e-06,252813,4,0.752,-4.6,0.0326,0.042,117.936,0.0828,0.616
A Groovy Kind Of Love,Phil Collins,5huh0htdiJDatAtbHLtpfz,"0
",0.46,2,1,2.57e-05,209333,4,0.182,-14.711,0.0303,0.283,144.066,0.101,0.188
Mi Historia Entre Tus Dedos (La Mia Storia Tra Le Dita),Sergio Dalma,7gNvaUpiv7OgsoB0jeoiB0,"0
",0.701,0,1,0.0,307800,4,0.481,-6.982,0.0522,0.192,157.969,0.0958,0.768
Talk Of The Town,Jack Johnson,3PLPDpPnGmKwJSj9EN2LP7,"0
",0.898,7,1,4.8e-05,201549,4,0.428,-11.669,0.0665,0.671,130.03,0.106,0.681
It's All Coming Back to Me Now,Céline Dion,62WlC9unRXGdRIULjishS0,"0
",0.429,0,1,0.0,456333,4,0.487,-7.074,0.0348,0.752,89.835,0.0972,0.286
Warriors Of Light,Freedom Call,7LZ0IJDOcCgQcSqq5XfjGZ,"0
",0.463,1,1,1.02e-05,250933,4,0.974,-4.566,0.119,8.7e-05,146.979,0.0994,0.177
Hell & Consequences,Stone Sour,3Gua8OnQuwUWFVV53rqtiX,"30
",0.355,11,0,0.00512,211320,4,0.93,-3.398,0.0624,1.77e-06,84.399,0.0829,0.375
The Good Life,Weezer,4FsG3qEGXtZTWWLNnrQyyA,"0
",0.543,6,1,0.0,257000,4,0.902,-4.531,0.0421,0.133,135.748,0.364,0.675
Message In a Bottle - Live at the Oak Mountain Amphitheater, Birmingham,1UsarbwGD3O7mXy7G8Qj9x, AL - September 2002,0.527,9,1,3.34e-06,306827,4,0.509,-10.926,0.057,0.241,129.972,0.573,0.449
Sunlight,Raised Fist,6nmD7JpLIUXBo75EMRI2zD,"0
",0.566,0,0,2.7e-05,181347,4,0.894,-6.185,0.0345,0.00073,131.006,0.0224,0.0729
Vesoul,Jacques Brel,7LBCohUSd7WFEggfybmuzC,"0
",0.538,1,0,4.48e-05,186533,3,0.829,-3.536,0.0567,0.601,110.881,0.0963,0.902
Friends And Alibis,Escape the Fate,1dVJeNpE50x1rqKRDQXvxA,"0
",0.235,5,1,0.0,250093,4,0.953,-3.946,0.127,0.0111,191.109,0.334,0.373
The gardians of sampson & beasley,Pink Martini,3kC3RmIswCOH2tJXizMa0J,"0
",0.622,4,1,0.00097,240547,4,0.309,-14.197,0.0328,0.859,127.049,0.108,0.582
Mad About You,Sting,6lqgg25nGT1202X0055NzG,"35
",0.522,8,0,7.45e-05,233227,4,0.656,-9.952,0.0419,0.625,84.801,0.103,0.447
Which Will,Nick Drake,4OQg4N07cIEI5OJ3L4hiA6,"0
",0.613,11,0,0.223,176280,4,0.187,-17.082,0.0289,0.916,95.284,0.106,0.43
Nobody's Diary,Yazoo,0DCJUyPArbtLcJlRhjCew9,"0
",0.819,9,1,0.00129,271240,4,0.761,-5.67,0.0339,0.194,128.922,0.185,0.766
Song for a Friend,Jason Mraz,7CiEBRYU9Yv6MD1TPZQpWj,"36
",0.404,11,0,8.2e-06,488093,4,0.467,-8.392,0.0359,0.61,89.191,0.109,0.286
Pure,The Lightning Seeds,23OdyVIhzbrqNPmgbM2bS6,"0
",0.618,4,1,0.19,226867,4,0.851,-5.557,0.0278,0.0411,123.509,0.0922,0.872
Cuando Amanece,Estopa,18vQR2z7H92WtRRzFupzva,"52
",0.513,7,0,0.0,197920,4,0.952,-2.444,0.169,0.265,179.867,0.111,0.603
Indians,Anthrax,6wgZspzGPlGRgXvv7lhprq,"0
",0.336,11,0,0.000494,341333,4,0.942,-10.433,0.0379,0.000797,105.496,0.0391,0.519
Vuelvo a las Andadas,Estopa,3VIkDbdkEzcUdL8edARlnM,"31
",0.376,9,0,0.0,236227,4,0.935,-4.511,0.2,0.446,173.381,0.118,0.54
California Stars,Billy Bragg,5sJAp2nZSkZmBslLIg2dJU,"0
",0.622,9,1,1.18e-05,298533,4,0.736,-9.229,0.0292,0.422,110.24,0.0829,0.723
Nightshift,Commodores,5PttwQqDabaoF5EbihCXVs,"35
",0.734,8,1,0.00738,305133,4,0.552,-10.377,0.0355,0.625,105.043,0.0627,0.433
All alright,Sigur Rós,0u2vn9lTw6nhFK315OrQtE,"31
",0.319,2,1,0.583,377567,5,0.0319,-19.446,0.0452,0.959,132.376,0.134,0.0812
Chelsea Hotel #2,Leonard Cohen,48WhdGNxaxHMdRxs11ampi,"34
",0.513,5,1,0.0212,184227,3,0.0436,-21.366,0.0432,0.899,130.687,0.107,0.224
Believe,Disturbed,6XwFPgj5bHc6o0G7LlFwTi,"45
",0.474,11,0,6.98e-06,267600,3,0.944,-5.121,0.141,0.000253,198.073,0.0849,0.397
Modern Guilt,Beck,02Ths5ois3ERay9ckpzPFR,"0
",0.734,10,0,0.599,196480,4,0.493,-6.965,0.032,0.0471,150.255,0.107,0.675
Gong,Sigur Rós,1ZjQgM7HHjv5EjE05dOEMq,"36
",0.362,6,0,0.577,334333,4,0.689,-5.18,0.0334,0.106,102.665,0.101,0.112
Sun Giant,Fleet Foxes,27M37QcLHTmadHyX4eseKM,"0
",0.421,7,1,6.99e-05,134320,4,0.0596,-20.343,0.033,0.942,85.156,0.12,0.146
Asleep From Day,The Chemical Brothers,4BITFC4lrPVAUfwxYuak7v,"47
",0.516,4,1,0.575,287227,4,0.574,-9.8,0.028,0.581,136.992,0.185,0.274
The Fight For Freedom,Manowar,1AzySjDeFFXKDTxqIGhif5,"0
",0.408,5,1,0.0041,270907,4,0.815,-7.004,0.0514,0.0122,170.889,0.144,0.33
Ride Across The River,Dire Straits,232usfwnBVq3HPkhBxKFcT,"0
",0.559,4,0,0.142,424600,4,0.305,-14.171,0.0397,0.848,142.999,0.0768,0.645
Detox,Millencolin,18ApUgagnl0kzCG6hkGN0G,"0
",0.468,2,1,0.0,217307,4,0.925,-3.706,0.0366,0.000573,151.939,0.314,0.662
Falling Down,Mustasch,1SJCIeAys12451x9UYebZS,"0
",0.658,0,1,0.00451,236333,4,0.85,-4.815,0.0388,0.000343,121.934,0.245,0.428
Once More with Feeling,Get Cape. Wear Cape. Fly,11NF0hRJpLliXn6VEW5X04,"35
",0.41,5,1,0.00276,124360,4,0.2,-13.977,0.0354,0.923,120.834,0.114,0.425
The Loneliness of a Tower Crane Driver,Elbow,78EqM1zakC4ZASTSvODB9O,"0
",0.25,11,0,0.0016,314453,3,0.617,-5.288,0.0302,0.0172,127.865,0.318,0.067
