name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence
PAM,Justin Quiles,0eeKDrQxjqNl5bX5VCHDcn,0.889,0.863,-3.011,0.0757,0.289,112.953,0.0798,0.776
Relaciones,Lunay,2TL9UACmry1qTiurBc2PjV,0.683,0.787,-2.962,0.0841,0.425,173.941,0.136,0.792
Singapur,El Alfa,4QfZYDhGZc0T2RDvGiI69E,0.853,0.909,-2.473,0.229,0.0522,112.987,0.129,0.803
TKN (feat. Travis Scott),ROSALÍA,4w47S36wQGBhGg073q3nt7,0.776,0.509,-6.266,0.467,0.192,94.634,0.115,0.485
Quizás,Brytiago,7xiZayz1eFWnzLPztL80VQ,0.723,0.741,-5.324,0.0663,0.271,172.002,0.612,0.639
Querida,Piso 21,4VwbXijbE0bSA0HzTvsqzH,0.758,0.844,-4.427,0.0695,0.0325,99.955,0.333,0.373
Pero Te Conocí,Reik,30brAfx64jxQMeUNUgDFaj,0.638,0.434,-6.5,0.0318,0.765,121.9,0.266,0.632
No Bailes Sola,Danna Paola,1GNSWpe2SB30zYGbNTD96b,0.598,0.734,-3.982,0.116,0.208,179.885,0.272,0.621
BYE ME FUI,Bad Bunny,0FktnzDqjClqU6iqOZVEs2,0.712,0.599,-6.342,0.112,0.412,179.788,0.103,0.588
Dime A Ve,Jhay Cortez,0HMTIZ3iQ6QNjBaD9IE7ZZ,0.773,0.753,-4.173,0.06,0.122,179.983,0.102,0.56
A Dónde Van,Sebastian Yatra,6uo9cHjtDSQcfKNaUYHAWZ,0.66,0.693,-4.773,0.189,0.0522,167.07,0.153,0.814
Dime Cuantas Veces (Remix) [feat. Justin Quiles],Micro TDH,4MWb6mltydQn84NrTm7Gpl,0.911,0.632,-2.94,0.118,0.201,99.988,0.0791,0.832
Pa' La Cultura,David Guetta,3MR5Lnhd6uCIgLXSK7nmyX,0.755,0.854,-4.288,0.0517,0.0249,105.038,0.389,0.588
Muchacha,Gente De Zona,2vI4SxtYqAQD5h1nSrqfKM,0.83,0.837,-4.789,0.141,0.0784,115.976,0.0824,0.744
Tak Tiki Tak,Harry Nach,0aCTSZQTlmnjQucALTF00s,0.802,0.579,-4.78,0.0869,0.335,99.992,0.173,0.234
Bésame,Play-N-Skillz,3SDvcxPcU7BlV1dAne4dWM,0.67,0.865,-2.469,0.035,0.0164,97.008,0.12,0.671
CÓMO SE SIENTE - Remix,Jhay Cortez,2tFwfmceQa1Y6nRPhYbEtC,0.807,0.606,-8.871,0.088,0.0946,92.988,0.119,0.304
La Bella y la Bestia,Reik,0G0p7mc4wEaQTsUpzEmkEs,0.625,0.759,-4.861,0.0592,0.0254,89.951,0.114,0.566
Over Now (with The Weeknd),Calvin Harris,58AGoOGbwsQMhBbH0eFLRR,0.612,0.884,-4.113,0.0454,0.0759,178.043,0.247,0.679
Ice Cream (with Selena Gomez),BLACKPINK,2J4P46vCFm1rPkNkp9pZWX,0.79,0.729,-3.843,0.334,0.0342,159.989,0.0411,0.904
Deep Reverence (feat. Nipsey Hussle),Big Sean,7MRCoIgpn1if1BcH9QpI9G,0.662,0.861,-4.759,0.306,0.154,92.047,0.377,0.254
Expensive (feat. Nicki Minaj),Ty Dolla $ign,0IAkpYTRomExXOUJonNMTR,0.862,0.519,-6.901,0.0798,0.0337,99.055,0.0695,0.262
Gifted (feat. Roddy Ricch),Cordae,0mb3uDw5vfFUcZfJYFOMRu,0.653,0.603,-5.697,0.171,0.175,151.016,0.18,0.551
Cry About It Later,Katy Perry,1RsD951uUUlJx0MRioZfev,0.692,0.67,-5.829,0.0871,0.0796,126.004,0.248,0.445
Physical (feat. Gwen Stefani) [Mark Ronson Remix] [Mixed],Dua Lipa,1GGuz6FiDdy6uH545iwYHn,0.623,0.781,-6.823,0.0496,0.0174,94.035,0.568,0.76
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,2rFsFjq0D9JAmc0APpCO6P,0.761,0.517,-6.916,0.0927,0.114,147.912,0.157,0.46
Birthday,Disclosure,2jCSd2lOtWQKtwb7FdfvPQ,0.692,0.728,-8.686,0.0822,0.0926,136.205,0.125,0.668
rue,girl in red,6lhuBaygBqxBjdcXrM685k,0.575,0.72,-10.72,0.0539,0.0956,124.987,0.18,0.326
Untitled (How Does It Feel),Giveon,6ALoVRxwV5KxaSWyejnmvi,0.347,0.331,-8.052,0.031,0.378,147.741,0.304,0.305
Southside Fade,reggie,2NlegEcb8J6Db5uvP7nUpl,0.761,0.741,-5.484,0.0764,0.00102,134.962,0.115,0.564
Why Do You Lie To Me,Topic,3vNsOdrDl6UbCv03oqLvUx,0.65,0.738,-6.46,0.158,0.0539,119.827,0.206,0.336
"The Plan - From the Motion Picture ""TENET""",Travis Scott,551xyaSJsg8hILXFq9JdST,0.433,0.443,-10.568,0.0361,0.0922,79.903,0.117,0.0363
Falling For You with Justin Bieber,Jaden,24MWSatP5sTylISvJONhnB,0.69,0.541,-9.259,0.042,0.721,130.024,0.112,0.787
Take You Back (feat. Kehlani),Russ,50CXGLOqdsztp42DuJmJ8k,0.917,0.444,-9.939,0.265,0.0828,125.054,0.116,0.185
Equinox (feat. Day Sulan),YG,5OYBMBUQfRl8PljvVLBCe7,0.907,0.852,-6.164,0.158,0.0329,103.98,0.299,0.232
House With No Mirrors,Sasha Sloan,55vsJO4tLZQ37qzD5QUOmh,0.72,0.408,-11.725,0.0498,0.832,121.972,0.0992,0.341
Starting Over,Chris Stapleton,3TNSVsiFngfe68UJpMq1oS,0.638,0.538,-8.445,0.0315,0.452,89.124,0.0695,0.318
"Good Morning (feat. Pusha T, Swizz Beatz & Killer Mike)",Black Thought,7evTceKtCaBbxoLIqICIVh,0.556,0.875,-4.675,0.312,0.093,92.117,0.0909,0.846
The Recipe,Aluna,2WyedZ7owuPdgT4tcHhdo5,0.798,0.873,-3.561,0.0818,0.0641,108.014,0.0762,0.522
Nightlight,ILLENIUM,06kxa3al7bUqRRo5nAFduZ,0.494,0.651,-4.127,0.0384,0.0819,149.979,0.104,0.162
No Ceilings (feat. Lil Wayne & Jay Gwuapo),A$AP Ferg,1K2JtjX3s8QaEKvsbC1UXX,0.77,0.705,-3.138,0.393,0.137,143.054,0.0992,0.405
Famous,Octavian,4fRLdKddgF9HlNqOqLAUWl,0.838,0.624,-5.674,0.047,0.147,109.998,0.105,0.52
Rugrat (feat ppcocaine),YVS Village,3nLnaBu7nEgyuzd1BaJt6Y,0.897,0.411,-8.547,0.196,0.00969,102.055,0.114,0.206
Sail Away,Surfaces,3L39BPAGNdyM2wnHNr06aF,0.855,0.582,-5.813,0.0388,0.0197,93.996,0.0489,0.63
Feel Good,SAYGRACE,1aePioxX9EX1U6cYztAsbV,0.614,0.692,-5.047,0.048,0.503,94.043,0.184,0.361
Temptation,Tiwa Savage,66ABSWrCRWaiCOIvXcvmkD,0.698,0.785,-5.854,0.0514,0.249,104.911,0.197,0.607
DOA,Rich Brian,1nTvyaoTiHhsAiEMaWk2Ik,0.603,0.611,-7.787,0.0478,0.227,86.001,0.109,0.317
"Memphis, Pt. 2 (feat. A$AP Ferg)",AG Club,2lAPIXaT4BVkMBmbxwQUw3,0.704,0.663,-8.154,0.395,0.292,149.048,0.196,0.35
Kill My Time,5 Seconds of Summer,4aRQ4BgRUPTIpDWHQLxrar,0.494,0.945,-3.608,0.299,0.0131,178.986,0.135,0.398
The Trees,Goth Babe,4q6OvSJnqxZZ3N13QRRzrX,0.553,0.66,-8.662,0.137,0.578,109.809,0.0748,0.335
Fav Boy,Ricky Reed,1L3DHFjU8rbadyR2rD7wIZ,0.75,0.51,-9.253,0.0933,0.463,99.991,0.297,0.305
Knife Under My Pillow,Maggie Lindemann,2yRxBRlE7bdXNuuc6zyWLe,0.562,0.876,-4.448,0.0463,0.00147,149.971,0.217,0.525
Beso,CNCO,1L9UBn6F0iY4HZeeH4teDZ,0.819,0.736,-3.373,0.0912,0.202,92.056,0.224,0.622
Royal Rumble,Lil Tecca,4CYcWr8Pk3aNfQ03AUUHew,0.427,0.679,-8.405,0.344,0.00103,68.699,0.159,0.311
Stay Ur Distance,Yo Gotti,3GXDBeiF8ATGHJNWLinWAA,0.832,0.611,-7.337,0.193,0.0091,139.933,0.216,0.682
Little Runaway,Celeste,12GVuNDjD80UjEmkO46Hd8,0.5,0.37,-7.254,0.0282,0.9,139.523,0.0913,0.336
Para Siempre,Silvana Estrada,5Fc0FUbxgQlC9ZBAb6ffYt,0.481,0.122,-11.939,0.0424,0.985,143.818,0.0911,0.497
Like That,GRACEY,4alGi6HkNlpuRdlbtLnoIJ,0.828,0.669,-6.249,0.0524,0.122,114.077,0.312,0.729
Cyr,The Smashing Pumpkins,4EFcCYHBKuaNjwHK6B4omk,0.671,0.876,-6.991,0.0277,2.5e-05,127.0,0.0857,0.504
People I Don't Know,Sam Fischer,67LVked2xWltlu5POH71gk,0.86,0.336,-9.112,0.0647,0.504,93.815,0.0875,0.674
Tumbleweed,Keith Urban,63W0RQxADuNSmHBLgmt5Yl,0.644,0.917,-5.512,0.0408,0.0301,110.006,0.248,0.615
Broke,Teddy Swims,1AMVkPFvUC9pHtfTPjpjmB,0.848,0.805,-4.451,0.0465,0.00951,118.052,0.142,0.932
Alright (feat. Russell Dickerson),Clara Mae,1h8X2tLPGk35kQ5hRY4rul,0.544,0.738,-4.944,0.106,0.368,146.976,0.0993,0.41
love u again (with R3HAB),Olivia Holt,1raVCSLFrefcuDAzPBUoYJ,0.81,0.566,-5.221,0.0371,0.0496,92.978,0.0776,0.701
Loyal,DVBBS,6NHJ0XoMhWDrRiPgVSxhmz,0.647,0.884,-5.313,0.358,0.0153,110.001,0.171,0.517
MNU,Lil Xxel,6W3jq1Bk4rf8NAhJHYlWFX,0.794,0.523,-9.21,0.0694,0.068,115.057,0.687,0.645
BRITNEY BITCH,BLACKSTARKIDS,0y36K56bxbBUl2kjrBJdco,0.464,0.834,-4.315,0.175,0.00971,191.891,0.598,0.242
Take Me Away,Wifisfuneral,17wanlVPlVaCGKn23ATf2F,0.471,0.527,-8.979,0.212,0.382,176.072,0.137,0.22
Shooters & Movers,Quando Rondo,6DTbXmaAUQwXetYiEGQiA9,0.798,0.486,-6.26,0.139,0.49,133.084,0.154,0.261
Love Reggae (feat. Tinashe),JoJo,4IzgObh0Xnu31feYkX9O6I,0.707,0.525,-7.294,0.0818,0.263,142.034,0.111,0.855
"Reflection (2020) - From ""Mulan""",Christina Aguilera,437eNQXusBT4q9q3f34oW9,0.35,0.636,-8.158,0.0746,0.444,95.162,0.0811,0.208
Woman (feat. Lianne La Havas),Nao,4VyoOl99FlcemZr6WvzQed,0.701,0.644,-5.289,0.0556,0.0922,86.547,0.138,0.416
Love Like,LU KALA,53m9xTQ2lwlxSbPIokJ0mI,0.64,0.611,-4.34,0.147,0.0103,164.04,0.165,0.476
Use Me (feat. 070 Shake),PVRIS,6gqZzQyJfKqdc9boOILz4x,0.315,0.618,-6.71,0.053,0.0353,79.175,0.113,0.226
Too Far Gone,Caro,1RoTSunQDDRanN3EY53EIQ,0.612,0.425,-9.773,0.0352,0.746,153.987,0.281,0.553
love somebody else,lovelytheband,4mmc4NORV8DyusNwKxqVFy,0.502,0.655,-8.275,0.0518,0.175,155.06,0.229,0.329
Untitled #4,The Avett Brothers,1kq9lzEHoY3p8naHWpqNlh,0.595,0.473,-8.287,0.0286,0.829,146.633,0.109,0.599
You Oughta Know,Alanis Morissette,336gUVrBgd22Y1iyjH5wRD,0.547,0.567,-8.878,0.0285,0.334,94.02,0.104,0.297
Gotta Move On,Toni Braxton,4E8NdFfprLwbouZ46bv75o,0.534,0.351,-6.679,0.0308,0.0434,67.023,0.0895,0.344
Miss You feat. T-Pain,The LOX,2ZHRKqieFz0znHuUoRizSt,0.438,0.902,-4.788,0.272,0.074,114.895,0.334,0.687
The End,Lonr.,2gYfK4E7ayRCixCP7mlfBw,0.406,0.434,-7.956,0.0476,0.561,95.046,0.162,0.428
Party,Payday,2lqs2A1sE84bJN9VAZ1F8u,0.69,0.782,-3.897,0.0288,0.298,146.078,0.308,0.571
Lightning (feat. Nana Lourdes),Joey Pecoraro,3aAKeyBdBRwWEOdFwkGXFx,0.593,0.413,-10.181,0.045,0.606,187.053,0.0855,0.614
Nights Like That (feat. Georgia Ku),BUNT.,1FHZyJ35kZ8DaLVOlhOIYK,0.523,0.779,-3.462,0.0654,0.00484,110.041,0.104,0.465
Come Over (feat. Anne-Marie & Tion Wayne),Rudimental,4eVU4U063iMLFJFXb9kzkb,0.797,0.672,-6.135,0.0477,0.0442,131.978,0.149,0.561
Pretty Boy,The Neighbourhood,6Q5mJdY0XcBLNVq9NLZuto,0.578,0.386,-11.464,0.0278,0.208,154.902,0.307,0.569
Better Than I Imagined (Feat. H.E.R. & Meshell Ndegeocello),Robert Glasper,04vYVsWbhkQaTLx2kgVNks,0.646,0.483,-9.147,0.0631,0.0252,143.866,0.0887,0.407
Love Cycle (with Summer Walker),Toosii,0Oc29d8rPreXMPEsOvHCvD,0.789,0.424,-9.325,0.277,0.0526,126.93,0.0795,0.436
Everything You Touch Is Gold,Gregory Porter,38eB2BbrR7PLK7zyQYgBDx,0.637,0.446,-7.767,0.0649,0.336,75.007,0.183,0.423
I'm Ready,Black Pumas,3ly4eSo8luk4kEvYNkKFjv,0.69,0.666,-8.678,0.0346,0.0742,96.324,0.117,0.835
The Ballad of James Howlett,Billy Raffoul,0lShnv9XbP06e6mDnC8wSJ,0.626,0.432,-8.925,0.0415,0.73,111.226,0.279,0.369
Lost One,Jazmine Sullivan,3HY9qrtAKtobL2nCQ535h0,0.494,0.425,-5.317,0.0746,0.848,66.602,0.0895,0.275
Blue Hour,Mothica,4OwtQGy5O5ORhimy5GteHQ,0.562,0.636,-3.929,0.0342,0.218,142.145,0.0808,0.254
THE BADDEST,K/DA,2V4Fx72svQRxrFvNT1eq5f,0.676,0.857,-4.368,0.0438,0.0215,149.981,0.254,0.717
Zoom,Leikeli47,1N3WA69hiGcEsO2ExABuqs,0.874,0.392,-10.884,0.153,0.246,76.544,0.359,0.543
Bookoo Bucks,Nasty C,6zdVd206eHcQ5GuDvCSGcZ,0.884,0.5,-5.893,0.166,0.0113,121.004,0.101,0.41
How It Go,King Von,4gfwOcBc4H5cl6wVBGu7h2,0.802,0.481,-7.564,0.0733,0.0389,127.968,0.137,0.228
The World Is Yours,Jackboy,3Wi5kb6xiNss8WBJyXniyT,0.808,0.565,-7.718,0.223,0.149,158.016,0.384,0.842
Paranoia / #1 Stunna,FXXXXY,3r4wZRhYjAhqW4QjK9Z0sN,0.615,0.725,-3.303,0.215,0.024,113.424,0.107,0.217
AI,Ghostemane,4OcxBd349UIgErVz81V2TY,0.321,0.949,-7.297,0.555,0.00334,77.498,0.579,0.196
Wasteland,Seether,2SD2zj8W5zKMdjCCJFF0vQ,0.268,0.811,-4.06,0.0409,7.61e-05,101.041,0.0651,0.295
Alive,NEEDTOBREATHE,1cOWCphqYbF9vqi5uCz8gV,0.603,0.867,-5.092,0.0475,0.00278,127.991,0.327,0.611
Strawberry Blonde,Rence,76uZbSe2rX83H6q6ReObzR,0.635,0.612,-4.577,0.118,0.0146,84.645,0.0786,0.561
Queen Kong,LightSkinKeisha,5uNaQXTGsmYeOsr4Uz5Zcl,0.783,0.622,-8.831,0.251,0.0209,186.08,0.114,0.223
Movin' On (feat. Anderson .Paak),India Shawn,7woeOS5xhg4e3AkN6U916d,0.678,0.619,-6.966,0.0993,0.129,161.851,0.337,0.925
STALLING,_BY.ALEXANDER,7mM2fBXOye3kCTfwYeS8yD,0.473,0.364,-11.756,0.0349,0.675,129.779,0.277,0.36
Coco Mango (FloFilz Remix),MF DOOM,1JZW4KLFdvnpUfw3zSvsIl,0.545,0.56,-6.806,0.332,0.373,190.421,0.0976,0.598
Chrome No Heart,Smoove'L,2Cjxth1m5L7wlW3GXKjOse,0.889,0.669,-5.468,0.462,0.0316,145.972,0.125,0.878
COCO,ELENA ROSE,5xXC7l1oji3OI9cAkzcIen,0.838,0.842,-3.045,0.0421,0.0878,106.014,0.0975,0.456
Carry On,The Score,58hzFlHm1gKIJzRMSt0vWV,0.549,0.74,-5.564,0.0324,0.0215,92.031,0.191,0.397
In The Blue,Ruston Kelly,2qirOEQnjo6fzfqlnvxLiG,0.517,0.699,-6.182,0.0301,0.281,99.062,0.0824,0.5
Big Iron,Colter Wall,2ZL60ZCuasf2zih8Nz7ISU,0.694,0.566,-10.608,0.0329,0.393,113.158,0.103,0.723
We Go Together Like,Abby Anderson,3mwQ4tEWBWynjw7HJgMiRA,0.62,0.817,-5.317,0.0254,0.172,99.963,0.144,0.614
Triptych,Samia,3qR7AYcSKi1DgvDMAaofkE,0.649,0.344,-9.239,0.0346,0.601,110.995,0.101,0.529
Champion,Jucee Froot,1LdrzxvBFZyHvoDS8os4wy,0.711,0.706,-7.709,0.126,0.0728,146.101,0.344,0.804
NOTHIN,Problem,66bIZJo1rHOsYdYGeQ0GOX,0.846,0.499,-7.004,0.161,0.00751,96.04,0.0425,0.198
IDGAF,KenTheMan,19yYZxguSuz2UUgW6J7fOO,0.912,0.554,-10.51,0.447,0.0369,91.979,0.224,0.719
War Stories,Tm88,01dKjT7VpaNLBQ65bCB4g3,0.661,0.563,-7.794,0.378,0.0144,160.056,0.0884,0.287
The Recipe,Aluna,7uNU0RCnCy6lGG2Id1cN4Z,0.798,0.873,-3.561,0.0818,0.0641,108.014,0.0762,0.522
Break This Habit (feat. Kiko Bun),Oliver Heldens,410sU1dPbilSPUqx9A6Ir1,0.711,0.927,-6.114,0.0632,0.104,123.98,0.296,0.299
Ecstasy (Over & Over) - Edit,Prospa,2nHBfIdQ4ndFNaWilLdBUN,0.757,0.82,-4.999,0.0406,0.00426,128.012,0.173,0.656
Watch Your Step,Disclosure,3DWxTyMKS2ABm5kBUbJeTN,0.834,0.897,-5.142,0.175,0.00507,122.985,0.127,0.808
House Arrest,Sofi Tukker,5QYKmxfPsl69GgeZKDAVSx,0.654,0.818,-6.27,0.0332,0.0187,123.982,0.0806,0.557
Follow (with Jeremih),Kito,0id7TrBjYYzQ5v5mHWTUxC,0.68,0.761,-6.142,0.0288,0.00485,124.981,0.0644,0.361
Secrets,Regard,66W1rVTnEv86dIkFhoiElg,0.848,0.768,-5.386,0.0373,0.0412,118.961,0.195,0.777
Melanin,Michael Brun,6YPJ5TbzwDltVrRR39bGzC,0.889,0.924,-3.659,0.109,0.00369,113.025,0.266,0.494
I Need You To Know,Armin van Buuren,3KFei4ncqdevg1vZaAZgIL,0.44,0.739,-5.341,0.0494,0.0221,127.62,0.561,0.156
SAD - Imanbek xxx Remix,Rasster,4x5ymi4akay9Fq5Xm1PW3E,0.746,0.757,-6.078,0.054,0.491,124.992,0.0863,0.499
Mirror,Porter Robinson,4CV07u1PSFoZOJN1cJ0ZoK,0.543,0.668,-7.713,0.0533,0.00359,111.936,0.0807,0.335
Lay Your Head On Me (feat. Marcus Mumford) - Joel Corry Remix,Major Lazer,1kO20G6Aib8wCN6BhszUiL,0.712,0.834,-7.27,0.0513,0.0197,122.992,0.122,0.513
Why Do You Lie To Me,Topic,3vNsOdrDl6UbCv03oqLvUx,0.65,0.738,-6.46,0.158,0.0539,119.827,0.206,0.336
Kill Me Slow - Vocal Rework,David Guetta,2EP6o7pWrJL7W8a24LSm9m,0.643,0.859,-4.652,0.0496,0.0708,126.04,0.351,0.74
Vibe (If I Back It Up),Cookiee Kawaii,4gOgQTv9RYYFZ1uQNnlk3q,0.754,0.568,-8.719,0.344,0.0635,159.947,0.118,0.175
Nightlight,ILLENIUM,06kxa3al7bUqRRo5nAFduZ,0.494,0.651,-4.127,0.0384,0.0819,149.979,0.104,0.162
Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],Dua Lipa,0pk1hxhJLBSZZ5RKBhcwOa,0.808,0.655,-7.34,0.139,0.0373,116.029,0.208,0.56
Trap - Rompasso Remix,SAINt JHN,0UiXb63styFtMSJUnRcXIY,0.694,0.739,-5.457,0.185,0.0225,128.051,0.507,0.222
ily (i love you baby) (ARTY Remix) [feat. Emilee],Surf Mesa,3mCWozLIaOzbYzyshABNwD,0.554,0.866,-3.649,0.0325,0.00262,125.087,0.238,0.319
Both Of Us - Edit,Jayda G,75rGONmoi48LLYBFaGiYsv,0.735,0.71,-10.222,0.0766,0.00851,123.962,0.0684,0.507
Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,0.734,0.874,-3.158,0.0662,0.168,122.953,0.0489,0.905
Kiss from God,Dirty South,3V9Ye0o7szPrtMEELrOlfg,0.569,0.698,-10.445,0.0335,0.0559,123.993,0.129,0.144
Picture Us,Anabel Englund,46JsfrLYERydPI63dDuIOX,0.772,0.751,-7.587,0.0471,0.0585,118.004,0.121,0.479
Habits (Stay High),Jonasu,1Cnh9OJqRQq37e59nvaxQg,0.695,0.639,-7.21,0.0797,0.125,121.978,0.378,0.447
Looking for Me,Paul Woolford,17bGtGqqaXOgVnhnfx5NlE,0.641,0.529,-11.536,0.0288,0.00441,121.027,0.0809,0.449
2AM (feat. Carla Monroe),MK,2dh6Pnl5egc1FrQS6EsW4n,0.632,0.868,-6.254,0.0357,0.0426,122.98,0.307,0.455
Not About You (feat. Hadiya George),Honey Dijon,6E9Y3681ntRrdMG2OAEQ56,0.841,0.824,-6.979,0.0385,0.00246,126.027,0.0726,0.434
Meet Again,LP Giobbi,0RBabLLjDBWUResDuvf24V,0.629,0.892,-4.775,0.0775,0.0256,124.987,0.104,0.438
5 Seconds Before Sunrise,VER:WEST,0hz9lCgIKOtZthsP2JTPAL,0.648,0.824,-8.283,0.03,0.00769,121.997,0.381,0.425
Together (feat. Elderbrook & MIKE DEAN),Carnage,5991u5bqBb19XqhjoAraZz,0.78,0.5,-14.553,0.0629,0.0309,125.015,0.132,0.0362
Energy,Stace Cadet,5CWGRrNRxRo0KXhMJuMm1S,0.704,0.822,-5.142,0.0366,0.000341,125.003,0.28,0.442
Hypnotized,Purple Disco Machine,0OeFuOAu0P1ONYz5EDdqb2,0.69,0.813,-5.084,0.0994,0.0968,108.067,0.108,0.703
What's Love Got to Do with It,Kygo,3Be7CLdHZpyzsVijme39cW,0.75,0.664,-5.908,0.154,0.275,105.023,0.0632,0.617
Come Over (feat. Anne-Marie & Tion Wayne),Rudimental,4eVU4U063iMLFJFXb9kzkb,0.797,0.672,-6.135,0.0477,0.0442,131.978,0.149,0.561
No Therapy,Felix Jaehn,7tUTCcqkMCnC9qLqbQeI0T,0.773,0.608,-6.942,0.121,0.278,125.078,0.381,0.589
Us,WHIPPED CREAM,2dXMUtuw06Fb6ruIEEDp4i,0.576,0.778,-4.829,0.204,0.266,89.86,0.135,0.126
Speechless (feat. Azteck),Chico Rose,6KpvSUgYhZeymRRmUkVRzJ,0.676,0.918,-5.723,0.0366,0.000447,124.004,0.133,0.337
Envious,Aluna,2eoSJU8qdt0d45UoxzjOL8,0.878,0.488,-5.157,0.0509,0.0284,120.021,0.0798,0.449
The Blame - Single Edit,Bob Moses,3587LxhYAfR3UK9YvuF0F9,0.669,0.831,-5.359,0.0366,0.0317,120.04,0.0912,0.263
Fake Friends (feat. Alex Hosking),PS1,0UBjV0qdhBKQLnl8tNXb9e,0.667,0.892,-4.611,0.0451,0.0474,122.981,0.374,0.541
Kids (feat. MKLA),KSHMR,3rgTS3933lMWoPiN6CW4qY,0.744,0.866,-4.834,0.106,0.0107,128.027,0.528,0.302
Cry (with John Martin),Gryffin,1TF8rXy87zrnpBlS9TLykA,0.458,0.802,-3.914,0.0416,0.0155,145.135,0.0706,0.51
KNOW ME (feat. Gallant),BRONSON,1QrlSQGTF8aEvsdhT4vMi8,0.698,0.812,-5.5,0.0399,0.58,128.042,0.113,0.351
Mr. Brightside,Don Diablo,1KOAr3G8LaibCpHeaWtL2u,0.55,0.865,-3.783,0.0725,0.054,126.093,0.0859,0.246
Lighter (feat. KSI),Nathan Dawe,5lWUeSYO61UYgNlFlqcwYl,0.703,0.837,-3.606,0.0395,0.0214,124.953,0.104,0.356
Impact (feat. Robyn & Channel Tres),SG Lewis,0Gv33C5DRmJueolmdFjfU7,0.67,0.781,-4.464,0.259,0.0224,116.045,0.298,0.839
Up & Down,Timmy Trumpet,0jBLjZgERcJHch5F6plHLN,0.828,0.916,-5.38,0.0717,0.00488,135.008,0.457,0.645
Why Do We Shake In The Cold? - Edit,Elderbrook,64Eji6WqA3iHTwAa9DzZll,0.674,0.459,-11.679,0.143,0.325,119.987,0.134,0.169
You Should Know (feat. Craig Smart),Sam Feldt,7mA8qSlC9F04DEQV8ZcKqx,0.597,0.915,-2.94,0.296,0.0165,123.982,0.199,0.609
Sink Your Teeth In,Flux Pavilion,37Ovz6JYxdwbjgUxxMEjMp,0.423,0.895,-5.905,0.112,0.00594,150.065,0.18,0.259
Elektro (feat. Mr. Gee),Dynoro,4fqVXoHtVJyO9pGVY2u6Ch,0.813,0.709,-4.14,0.116,0.0554,126.635,0.115,0.36
Feels In My Body,Icona Pop,6wzwvyZ4kVPoUYDYjgErWJ,0.653,0.869,-3.907,0.0583,0.0372,122.047,0.158,0.83
Tear It Up,Solardo,5m9AmJ3DLVZaS7VhfoTOAF,0.625,0.876,-10.006,0.0364,0.000416,124.999,0.386,0.736
Cry Dancing,NOTD,7g2uEIBiSXUNkLmEUCv5nq,0.664,0.884,-4.433,0.0885,0.304,120.034,0.0745,0.483
Life After You,Sunnery James & Ryan Marciano,2c1BSmrSeBEY9FxhzSiFWh,0.649,0.717,-5.17,0.0544,0.0063,125.001,0.16,0.305
Run,Lane 8,1QKR9U1OnjOHXLKAEzRcN8,0.366,0.802,-6.695,0.0357,0.0228,123.889,0.248,0.23
Heaven On My Mind (with Sigala),Becky Hill,7bIq1v8svANsAys7I694Up,0.71,0.891,-3.116,0.0749,0.0313,125.024,0.365,0.705
Don't Leave Me Now,Lost Frequencies,59VDjcpB2I8psQasslQpdK,0.671,0.752,-6.806,0.0304,0.0258,124.998,0.112,0.717
Never Let Me Down,VIZE,0Je3J2ml1lrnTLXXIlxrvR,0.758,0.848,-3.84,0.0456,0.207,127.948,0.114,0.706
How Could I Ever (feat. Shungudzo),KUU,1vq1KgeHuDaS3qyhwfpF0P,0.732,0.662,-6.525,0.0388,0.229,124.005,0.0778,0.559
Too High Feat. Boy Matthews,Riton,7EmE8lHeRR5hdC1WIT3JCc,0.73,0.775,-5.777,0.0808,0.0106,123.988,0.0747,0.82
Say My Name,Dimitri Vegas & Like Mike,3GYlQmwfBDo7imFyGPhrl7,0.729,0.788,-4.832,0.0908,0.0703,118.039,0.115,0.857
Live Without Your Love (with Steve Lacy),Love Regenerator,3XnvNOjFKyFyNvxlXy1DXm,0.67,0.833,-8.365,0.0522,0.132,127.984,0.109,0.522
Don't Cry For Me (with Jason Derulo),Alok,0FLwo3U1NrjocfK2FDisrX,0.69,0.587,-6.53,0.0466,0.105,104.046,0.102,0.278
Tinted Eyes (feat. blackbear & 24kGoldn),DVBBS,68UW3plyDDNg1dkNIZRezJ,0.743,0.801,-4.097,0.0343,0.00598,121.965,0.178,0.381
Untitled (How Does It Feel),Giveon,6ALoVRxwV5KxaSWyejnmvi,0.347,0.331,-8.052,0.031,0.378,147.741,0.304,0.305
Lost One,Jazmine Sullivan,3HY9qrtAKtobL2nCQ535h0,0.494,0.425,-5.317,0.0746,0.848,66.602,0.0895,0.275
Do It,Chloe x Halle,1bRjwdtScY2eMe9uMmsOkG,0.701,0.668,-7.287,0.0516,0.0916,82.978,0.111,0.553
Summer 2020,Jhené Aiko,0t2q2c43AATY4z1GI883Be,0.401,0.485,-10.787,0.216,0.831,169.949,0.0907,0.54
