name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Trembling hands,The Temper Trap,0P2xmlbhOoQd5LOztoe0yF,0.406,0.593,-5.466,0.0291,0.0572,135.798,0.11,0.0498
Georgia,Vance Joy,6Fha6tXHkL3r9m9nNqQG8p,0.388,0.66,-7.372,0.0308,0.312,143.554,0.0943,0.401
Details,Andrew Belle,142I4efbM50oAjnSQaEUcG,0.643,0.906,-6.246,0.0539,0.0992,134.988,0.181,0.559
Taking You There,Broods,2siSRzAvp1FaN18hC9VneS,0.464,0.462,-9.471,0.0344,0.36,117.842,0.309,0.293
Litost,X Ambassadors,7HyvbdOddwXEGzKoLNxhKG,0.456,0.459,-8.416,0.0356,0.0703,120.009,0.11,0.167
"Sleepwalking, Pt. I (Acoustic)",Alvarez Kings,2Y5v72rZR7ym6LRbh5NilJ,0.396,0.466,-6.106,0.029,0.799,168.053,0.0943,0.556
The Enemy,Andrew Belle,3gVEqqF34m2bphq6qo7qyW,0.535,0.877,-5.237,0.0379,0.0717,121.967,0.113,0.271
Cocoa Hooves,Glass Animals,4tGQUAnrOXuM3epCM8OBYC,0.636,0.22,-13.059,0.0468,0.884,133.93,0.0925,0.0401
We All Die Trying to Get It Right,Vance Joy,7cxg6WIDYoXza9QAOPDRpT,0.333,0.58,-8.511,0.0295,0.252,106.852,0.0541,0.0907
Fast Challenges,Chad Valley,6QBcQLg558ZCIkRJv4qNNr,0.488,0.759,-7.827,0.0361,0.0551,109.83,0.0624,0.393
Adore,Amy Shark,1rPCgtaIF0CyKRgAwhtpbF,0.592,0.438,-10.054,0.0391,0.193,67.445,0.0564,0.259
If I Get High,Nothing But Thieves,3O2pB9JHreUZ9F83qSNmu8,0.441,0.57,-5.584,0.032,0.0104,139.876,0.123,0.117
"Shake, Shake, Shake",Bronze Radio Return,4dI4oscajpdtjpg2dP1x28,0.727,0.678,-5.136,0.0626,0.0807,119.957,0.115,0.204
Flashed Junk Mind,Milky Chance,5mpLcXEsk3jjzLFGuNKk5I,0.839,0.84,-8.721,0.0474,0.389,117.98,0.114,0.904
Time to Wander,Gypsy & The Cat,4LDVjxkzOKa7YUxjO1x74S,0.556,0.881,-4.624,0.0528,0.00174,135.025,0.0685,0.115
Sit Next to Me,Foster The People,4BdGO1CaObRD4La9l5Zanz,0.638,0.738,-4.976,0.0292,0.117,97.021,0.689,0.657
Free Animal,Foreign Air,5l8oNQsDDPNFUIV5M4lzRJ,0.579,0.584,-7.151,0.0438,0.0856,80.001,0.0958,0.393
Flowers In Your Hair,The Lumineers,3pDfeM76B3GxZqGCyAL1X8,0.676,0.609,-10.183,0.034,0.753,127.45,0.209,0.557
It's Too Much,Moose Blood,27xAj9PZbv3PUNXVnELgXm,0.532,0.598,-5.826,0.0276,1.32e-05,92.033,0.0729,0.133
Simple Pleasures,Jake Bugg,3SFyR2ii2zKh4BU0QJuJ1G,0.391,0.563,-3.872,0.0324,0.0717,157.444,0.112,0.222
Dark Matter,Andrew Belle,7GyEDycN7qMRcqQ1XgX8Z6,0.476,0.811,-5.072,0.0337,0.0811,147.08,0.102,0.187
Better Life,Paper Route,08LxaBHzxNSxHdCSitATLW,0.548,0.838,-4.981,0.0363,0.291,98.007,0.179,0.672
Darlin',Goodbye June,1sfdLryuujVNx5v3SqDIh8,0.349,0.337,-8.982,0.0293,0.164,80.285,0.12,0.0389
Hold On,Alabama Shakes,23HxMVdUqSsWwar52dS4ZT,0.574,0.667,-5.425,0.0301,0.206,88.299,0.0852,0.546
Emmylou,Vance Joy,0uKyC5TIiwfeh0evennKOO,0.591,0.41,-8.762,0.0229,0.599,96.003,0.189,0.308
Luna - Remastered,The Smashing Pumpkins,20Y0ZANdyEI52MfQs6DddK,0.574,0.274,-13.553,0.0286,0.0111,125.652,0.123,0.111
Float,Pacific Air,7E26JjSamIPCLHoCWhAtB7,0.721,0.64,-7.489,0.0336,0.0704,120.034,0.21,0.553
I Love the Rain the Most,Joe Purdy,0j9KNQ9pDEQejEm3wdgiAr,0.483,0.256,-13.891,0.0335,0.797,139.904,0.0675,0.582
My Heart's Always Yours,Arkells,3SLdLEQ8xz6limRM51RpZ3,0.554,0.752,-8.086,0.0313,5.3e-05,118.95,0.104,0.385
Our Hearts Are Wrong,Jessica Lea Mayfield,6Wf0dbrqvBkEUSe12cRsps,0.634,0.588,-8.894,0.0712,0.218,159.235,0.0995,0.599
Weekends,Amy Shark,7vEeYo34dX7geZhQVotCJi,0.28,0.772,-5.509,0.141,0.0423,153.034,0.0725,0.356
Seasons (Waiting On You),Future Islands,41X9To0bQ4fpoSRri4NHiI,0.498,0.721,-5.232,0.0282,0.136,140.027,0.0933,0.589
Pieces,Andrew Belle,2m1tUYgQnDHGlJjpqGaQw8,0.5,0.654,-5.886,0.0316,0.0788,137.005,0.125,0.323
Play with Fire,Vance Joy,0d0bU9qHxAHvuJRjio7cU6,0.62,0.524,-8.282,0.0297,0.485,120.027,0.106,0.244
Missing You,DWNTWN,7IES4JqyvNDWqJ5dAt7sAz,0.377,0.663,-8.577,0.0438,0.0747,131.727,0.106,0.363
Will Do,TV On The Radio,5iHK8VI9XkJJdXQHCBXeM4,0.563,0.857,-3.454,0.0364,0.0146,79.979,0.0681,0.422
Dreaming My Dreams,The Cranberries,45ipml9tB0PVrLFAJegcWE,0.322,0.205,-16.208,0.032,0.128,121.824,0.0776,0.432
Fade Into You,Mazzy Star,1LzNfuep1bnAUR9skqdHCK,0.42,0.33,-13.925,0.0275,0.245,157.143,0.0677,0.175
Echo,Incubus,3ypXaNibspfxvUIKpzUkfz,0.588,0.543,-10.596,0.0268,0.182,135.95,0.11,0.21
Let Me In - From The Fault in Our Stars Soundtrack,Grouplove,0eRPQfyQcuNczYh7l08bKd,0.48,0.733,-6.581,0.0466,0.00403,127.941,0.0936,0.164
YOU,Morgan Saint,7jfoA6Nrn6Wkm29bShrCqK,0.385,0.413,-11.058,0.0696,0.841,143.225,0.128,0.153
All For You,Night Riots,6VVd4kRfzBsZqFbvEAjloh,0.475,0.881,-3.207,0.0573,0.0103,140.912,0.074,0.426
The Wilhelm Scream,James Blake,688DZF6e1MH5Uf409dwaHm,0.546,0.291,-12.252,0.138,0.784,169.959,0.0894,0.363
Anemone,Joywave,0geaQiAZN8AhkxLfyAiUXe,0.608,0.872,-5.872,0.0404,0.153,106.981,0.0507,0.323
Crystals,Of Monsters and Men,59yvXUFVjsaZQsDs09T7eA,0.581,0.768,-7.238,0.0306,0.00187,132.198,0.102,0.307
Guru,Coast Modern,7ygO2E3yfwZVYbzaPdGzed,0.76,0.701,-6.393,0.042,0.232,140.023,0.07,0.81
The Ghost Who Walks,Karen Elson,2y0IGQ6vyz3RFtf3yJXq8G,0.476,0.765,-5.914,0.045,0.238,89.872,0.0832,0.325
Don't Move,Phantogram,0UPsdEgJx6ypkfFUxD3ZHh,0.558,0.642,-5.206,0.0321,7.19e-05,99.977,0.201,0.482
"Lover, Please Stay",Nothing But Thieves,3QxCvkqWdkMqy3CPxOhZ24,0.269,0.122,-10.408,0.0334,0.952,83.967,0.0915,0.118
No Way,The Naked And Famous,2UhhSTIAKDa5lwWItkYvIE,0.448,0.85,-6.564,0.0416,0.00135,129.946,0.232,0.0825
Komorebi,Craft Spells,2ztHL4aV76oeCe6DDWpky3,0.18,0.555,-8.784,0.0326,0.216,166.476,0.102,0.563
On Call,Kings of Leon,2rmRhDnnIA0FuXKyDTzhGZ,0.307,0.791,-5.408,0.119,0.0285,193.356,0.395,0.141
Only Love,Ben Howard,2uhEKg8kIzpdvz4gyy6x8W,0.545,0.485,-9.941,0.151,0.3,80.401,0.119,0.341
Westside,The Kooks,5BtyHl1eRqip2PkHhFYzHG,0.767,0.663,-4.988,0.0333,0.252,112.017,0.106,0.821
I Wanna Be Yours,Arctic Monkeys,0t6eWxZFkm89DuTj8tJ2fz,0.464,0.417,-9.345,0.0256,0.136,67.528,0.0974,0.479
You & I,Local Natives,6SgHlKcfkRQ6XohmDR1ugQ,0.442,0.866,-7.916,0.0567,0.545,94.97,0.0976,0.32
buzz cut,lovelytheband,1EOQNCk2P9KeUUerIB152U,0.636,0.836,-5.65,0.047,0.0342,146.983,0.203,0.916
Alaska,Little Hurt,0sSoNYwZLoE4gLAKIG4uYL,0.796,0.582,-3.319,0.146,0.132,139.997,0.093,0.915
Out of My Hands,Fox Royale,2cMOFBM3yX5ntYPkayvKPc,0.729,0.535,-7.187,0.0607,0.0356,94.964,0.189,0.474
Freakin' Out On the Interstate,Briston Maroney,6Fqf0OTfB9VPfYk2HfBhPn,0.452,0.79,-5.01,0.0534,0.391,143.861,0.303,0.362
Talk Too Much,COIN,7FX3ZWE70VRjsprg5oeECc,0.598,0.914,-3.752,0.0878,0.0106,103.972,0.369,0.531
California,girlfriends,2cs6ASglDOWlPnlWbfaBZf,0.534,0.762,-5.928,0.0406,0.00337,145.132,0.391,0.562
I Just Wanna Shine,Fitz and The Tantrums,4GZ3YCkuH0VvTluVLwUp4g,0.705,0.918,-2.77,0.0684,0.04,92.511,0.0803,0.546
Are You Bored Yet? (feat. Clairo),Wallows,57RA3JGafJm5zRtKJiKPIm,0.682,0.683,-6.444,0.0287,0.156,120.023,0.273,0.64
Kilby Girl,The Backseat Lovers,3fsaxdtRDMEvZu1XC3FN2i,0.327,0.442,-9.992,0.0418,0.0613,162.769,0.113,0.231
lmho,flor,0cBohovCcJEFKOdEsw2g5F,0.438,0.58,-5.584,0.0543,0.00426,173.969,0.516,0.568
Blood Sugar,Kid Bloom,60iDIlOnohKwxEKW8yGdXg,0.736,0.679,-5.483,0.0505,0.245,104.042,0.0736,0.374
Eyes Wide Shut,girlfriends,7ybVoNkDQolNLGohI5lsAa,0.488,0.752,-4.991,0.0554,0.000306,172.079,0.0909,0.267
Hold Me Down,The Happy Fits,70KLrwA35FJlep7tPuYIkF,0.499,0.948,-4.732,0.0652,0.0163,156.047,0.0933,0.832
Drama (feat. Big Data),NoMBe,5g5uwGsczlJfttShmlKhWt,0.638,0.782,-7.066,0.0656,0.0957,99.034,0.562,0.493
Closer to the Sun,Betcha,7d4mgFtUuymNO1u90sEQrv,0.564,0.836,-4.386,0.0323,0.00249,101.044,0.111,0.494
Take It Easy,Cisco Adler,1hshQOs2OcbICfroZCu1UD,0.745,0.477,-7.773,0.0259,0.0751,94.505,0.283,0.887
Come To The Beach,Winnetka Bowling League,3cwrYbdU4eJkVXiH2USGid,0.463,0.795,-5.21,0.195,0.0259,170.145,0.0838,0.638
Waking up the World,Youngblood Hawke,1eu9N3gFrVQa9UzffUVUC6,0.525,0.789,-5.853,0.0378,0.142,120.594,0.0871,0.361
Lost In The Wild - From the Netflix film The Kissing Booth 2,WALK THE MOON,0M1A9wInEHilyWkh4I8tWo,0.483,0.77,-4.829,0.0512,0.007,132.992,0.182,0.386
Sometimes,Apollo Junction,28hGvG19dyLRNHIQbUrZjF,0.504,0.729,-8.856,0.0362,0.0163,129.937,0.136,0.193
WHAT YOU GONNA DO???,Bastille,31brGBYDq5N15VxIn5juop,0.529,0.853,-4.481,0.0382,0.00717,127.987,0.339,0.646
Hoodie Up,MISSIO,23yJAxeadKCI0OObMaqrrp,0.569,0.651,-7.562,0.102,0.000768,173.97,0.0741,0.537
Summer Daze,The Orphan The Poet,3BSJzsXaHkj1qxCoASM6hz,0.436,0.835,-5.038,0.0719,0.0639,205.765,0.493,0.785
3 small words,MisterWives,3TWkAgxg2LKjmJ4CiEvOkr,0.646,0.593,-7.172,0.0298,0.029,98.949,0.0343,0.88
Nights,Neon Trees,5iSvlEhNJhrHUFPSHluDF0,0.501,0.858,-4.34,0.0342,0.0126,169.946,0.294,0.599
Blue,OVERSTREET,7kpaJcRWOeknDSh2FFOUQj,0.697,0.889,-3.374,0.0385,0.147,138.018,0.153,0.931
Faith,Culture Wars,0c5rPwlRxcBmVLNARI2kGQ,0.689,0.742,-5.59,0.0313,0.00238,107.047,0.0682,0.632
Halloween in Summertime,brake,3hhd4SQuN1S3w3kAxLIBRt,0.603,0.674,-5.919,0.0331,0.104,131.048,0.115,0.612
Everybody Knows,The Naked And Famous,5hrfpu5scmc8mTRmry4bLM,0.669,0.866,-4.798,0.0416,0.021,109.034,0.149,0.425
Problematic,TWIN XL,19Thkk14i1aKLVYyosk0lx,0.745,0.795,-5.441,0.0289,0.208,132.007,0.511,0.954
Up All Night,Beck,6Z884oSfliz0mKqTJTXrwb,0.653,0.941,-2.709,0.0583,0.00556,110.019,0.277,0.688
Wasting Time,No Love For The Middle Child,0vwFuY4xsUvrFk4D74DqLQ,0.408,0.861,-5.497,0.0492,0.00106,90.989,0.389,0.626
WONDER,morgxn,6dZQEvVq2Zt23bD99bpInc,0.518,0.677,-5.963,0.0439,0.00367,99.902,0.168,0.364
idwgtyp,lovelytheband,28Qv23wjvAhPZGr5NXhBq8,0.665,0.877,-5.624,0.0484,0.0157,131.994,0.183,0.742
High Low,The Unlikely Candidates,3ATD9XGdgIRLAhviHOIh8q,0.476,0.743,-4.767,0.0349,0.123,156.221,0.283,0.513
Do You Really Wanna Know?,Sea Girls,43oSsb5boERcpfiuDJR3Kq,0.663,0.658,-5.891,0.039,0.00295,119.986,0.854,0.797
Preach,Saint Motel,2mAlil0VCzglcu4t1dALfN,0.716,0.836,-3.09,0.038,0.0455,116.933,0.191,0.891
Kubes,machinegum,6oEtSEzJb8EN5MjvEyq9Ms,0.481,0.706,-7.275,0.0391,0.0408,145.984,0.0846,0.388
On Our Own,Lime Cordiale,6tnedmxMVEHzPJfWucWzHo,0.705,0.692,-7.271,0.0303,0.00149,125.933,0.137,0.772
Melt,TWIN XL,4Axn3CdPeSAciEvCa2p7Xs,0.658,0.846,-3.609,0.0622,0.0232,95.035,0.435,0.486
Role Model,daysormay,57gXXZbi4KeojlnheJUets,0.313,0.787,-4.993,0.0622,0.0173,89.075,0.333,0.78
New Best Friend,Neon Trees,0GwmWHT6w2yLfxL37AJq2F,0.57,0.758,-4.983,0.0316,0.0002,119.98,0.0822,0.238
Summer of Love (feat. The Griswolds),Kids In America,1KbTuqLQFreQpsrbF6tn1R,0.737,0.586,-6.305,0.0295,0.00314,118.011,0.152,0.544
Good Old Days,JR JR,0uUp3khxvnrRrr6FLCXcC3,0.66,0.41,-6.997,0.0331,0.449,79.01,0.151,0.361
weird!,YUNGBLUD,0mCR06PzcuMFPAFz4V4lOB,0.485,0.809,-4.393,0.0668,0.00453,183.99,0.108,0.417
Manta Rays,chloe moriondo,7oTi7GKtvXnwnaVFk6OkLU,0.49,0.847,-3.852,0.0901,0.421,149.825,0.097,0.488
SUPERBLOOM,MisterWives,25ran9X0iBOYnxFdP6c28n,0.558,0.889,-3.945,0.102,0.191,170.102,0.328,0.716
February,No Love For The Middle Child,3zEQAX67O9w1cn8U8P9BrR,0.559,0.848,-4.957,0.0388,0.0174,97.948,0.399,0.349
Nothing To Lose,Saint Nomad,4bEdcyI0l4zX2Ut5m5Xrhw,0.7,0.585,-8.383,0.0309,0.0259,124.022,0.225,0.539
Pretty Lady,Tash Sultana,6XDIGKP7TQ1GLedtCtfshM,0.471,0.602,-7.302,0.132,0.705,118.193,0.0936,0.573
Zen (with K.Flay & grandson),X Ambassadors,2loEXJRB5ExGcUHYX365R5,0.723,0.927,-4.326,0.106,0.125,98.017,0.0648,0.874
Strangers,Mt. Joy,73WyCOipkJRtIH8klizJd5,0.564,0.636,-8.136,0.0418,0.739,101.913,0.0807,0.218
Hometown Heroes,Moon Taxi,5WIm8DA0JdrHz9tVFcOnxW,0.628,0.729,-5.759,0.0961,0.124,100.042,0.236,0.279
Not OK!,Chaz Cardigan,2YbMlkq0ARgHiMGBFGTnxq,0.49,0.841,-2.975,0.0473,0.0892,87.994,0.45,0.677
15 Years,Vistas,5lmbiEhAum7m0lfijCdCYp,0.583,0.884,-4.965,0.041,0.00317,107.537,0.0993,0.441
Cemetery,COIN,5czZkLGepjburbkbEaCfm4,0.652,0.8,-7.37,0.0313,0.124,126.985,0.121,0.933
Coming Up Short,BLOXX,3YrT4nWBMF1eEHYc2fNOht,0.53,0.721,-4.599,0.0431,0.0047,150.988,0.0568,0.594
Dead Horse,Hayley Williams,4yHdbS8Qz8lGjpLsYlUye8,0.737,0.787,-4.587,0.0525,0.121,90.014,0.114,0.59
Summertime,OVERSTREET,0xIg9RUSmGFF3PWpisGLIY,0.668,0.938,-2.777,0.0407,0.289,117.972,0.259,0.933
Shine,Jagwar Twin,7ECdgylUCaSTNwxzY1Size,0.416,0.664,-5.363,0.0686,0.0284,169.813,0.158,0.7
Upside Down,Mondo Cozmo,7HRmcmjrl19o60I2NEsiz8,0.444,0.964,-2.459,0.136,0.0109,148.621,0.137,0.61
Level of Concern,Twenty One Pilots,6xZ4Q2k2ompmDppyeESIY8,0.754,0.583,-7.34,0.0432,0.32,122.012,0.144,0.77
Yellow Brick Road,Dylan Cartlidge,6EECUMxRvAuPmkNVZQ9dQ9,0.671,0.815,-5.536,0.221,0.0347,169.97,0.182,0.62
Give A Little Bit More (Disaster),Bleeker,6P7FY8Cnf2sVbCgwlaMleA,0.488,0.664,-8.892,0.0265,0.00533,140.084,0.12,0.466
OK OK,HOKO,0UCSqy0XuSN3FUITKjtljZ,0.585,0.955,-3.181,0.055,0.00197,88.076,0.0638,0.92
Grind (feat. Yoshi Flower),Soleima,1EOfAIDwTq1CXHllp45V44,0.699,0.656,-2.92,0.0657,0.209,144.022,0.209,0.715
Bad Vacation,Liza Anne,4NGS5c5YlVvX1s7I49ADiO,0.72,0.733,-4.035,0.0869,0.131,138.927,0.567,0.965
Pearls,Mo Lowda & the Humble,7t91zpWtUO9xORfkwnKSQG,0.569,0.743,-6.947,0.0504,0.0492,81.501,0.13,0.767
Deleter,Grouplove,2yH16s2lLbYtLziVwqw7Pf,0.421,0.991,-3.678,0.124,3.81e-06,159.998,0.13,0.446
If That's Alright,Betcha,6sTB0onfpYa5h3fYJ6J5CS,0.484,0.887,-3.043,0.0558,0.0109,103.714,0.107,0.691
Strange Clouds,ufo ufo,7o9fFaoToMlmcTftxZmgMs,0.653,0.722,-7.3,0.0292,0.0571,128.018,0.107,0.888
Pedestal,Phantogram,6Ij84EZdWjPvK56BBobn72,0.507,0.885,-5.189,0.0577,0.0417,139.785,0.117,0.276
Daydream,The Aces,778JDHI6qfgQ1HBEKP1FZu,0.697,0.798,-5.541,0.0581,0.0896,107.025,0.384,0.818
Caught In The Middle,Half the Animal,1SD2TWyBiComJuvPk6PfJm,0.375,0.859,-5.364,0.307,0.0342,195.143,0.437,0.672
loneliness for love,lovelytheband,5Kth6cQqMCY9HSo0GbhjUF,0.591,0.949,-4.625,0.0344,0.0126,133.032,0.0568,0.733
Your Girlfriend,Blossoms,3tzU46wNOVaFiYRNtNYY66,0.67,0.87,-4.825,0.0356,0.0394,120.011,0.101,0.902
Wasting Time,The Mowgli's,79edhUCJIHerzdr8Tgclw7,0.586,0.788,-6.196,0.0337,0.0147,93.027,0.0844,0.625
Is It Real,Bombay Bicycle Club,6S1x6w8CThgLiozbAOZ4zo,0.608,0.842,-7.489,0.0561,0.024,136.06,0.737,0.604
Ready For More,Sea Girls,0DSHQkFL8ppNiYJgFaOq6r,0.477,0.854,-6.26,0.0336,0.0148,97.455,0.21,0.371
We Have To Move On,Inhaler,7LZlKjgyS1IG6BniUx9MOX,0.463,0.953,-5.008,0.0672,0.00702,160.042,0.125,0.721
melancholyism.,Super Whatevr,03ejfFAbwrrANbH4fZzF0W,0.44,0.652,-6.201,0.079,0.0357,93.353,0.0587,0.5
Go Easy,Matt Maeson,4yoMMiRT5sXtIbSHKQfRqi,0.346,0.707,-5.706,0.106,0.2,85.912,0.0811,0.326
Half Your Age,Joywave,0yTlrnue3pJTJd7h7d43mk,0.463,0.786,-4.323,0.0323,0.0112,84.966,0.654,0.492
Misery,Michigander,3YJMGrb0llOyTqnyXupSkd,0.343,0.732,-5.189,0.044,0.00533,180.162,0.0685,0.392
Used To Like,Neon Trees,6CNvzo37dUI7baavVzEoxR,0.535,0.933,-4.039,0.0362,0.000409,152.082,0.375,0.514
Surefire,Wilderado,3CxBGLrVRt9sanlpCcpOMf,0.675,0.688,-5.116,0.0323,0.00062,126.032,0.118,0.318
Hardcore,Love Fame Tragedy,5V1Ep6g2GclZRK1dat5ayI,0.547,0.794,-5.355,0.0307,0.0228,110.939,0.121,0.564
Disaster Party,MAGIC GIANT,0tZQkiMamZC9PVKeIDtvTP,0.666,0.864,-5.714,0.0334,0.000435,138.016,0.0873,0.737
Van Horn,Saint Motel,4UgLRXh1z9NorzrdawpIgj,0.642,0.807,-4.57,0.0421,0.00285,124.523,0.186,0.423
Burnout,John Eatherly,1nwvHvtJVRRuHuorpRddeF,0.599,0.442,-6.081,0.0352,0.000177,142.01,0.0645,0.353
Daphne Blue,The Band CAMINO,2FhJvFKyZng57iVQmFayVw,0.567,0.925,-2.775,0.0906,0.00239,118.006,0.348,0.704
More,Yoshi Flower,3r9fvtguSpPuZc8ARRwQTJ,0.705,0.574,-5.275,0.0313,0.0329,102.971,0.132,0.749
Baby Blue,Grayscale,7s4vC71u1zovWSMNu6hwbJ,0.621,0.943,-4.591,0.144,0.0113,114.955,0.135,0.747
Alright (frick it!),Judah & the Lion,0guJsHG67oNPEtZCIHfMxm,0.613,0.873,-4.089,0.0561,0.00594,128.065,0.0693,0.139
Good,TWIN XL,7sRdxkgNb3m3Ciai38ANmd,0.617,0.964,-3.559,0.0355,0.113,75.978,0.247,0.961
home ft. WALK THE MOON,morgxn,1Wm8n5eQpDaOk2eQjf8ENd,0.665,0.709,-3.643,0.037,0.0371,100.001,0.323,0.841
Electrified,Just Loud,27WCn2AXGHCTsZkHJsX9vX,0.732,0.732,-3.145,0.0291,0.0722,115.008,0.0822,0.874
Call the Night,Luna Bay,6yYVXKCihtqj3MMFBdHSou,0.349,0.784,-5.217,0.0466,0.0228,157.996,0.159,0.361
Greek Tragedy,The Wombats,28C4nmrd7BTu0XbOmaTHZr,0.515,0.869,-4.732,0.0672,0.00257,93.24,0.21,0.452
Walk On,Escape the Fate,4vUWzxdmtVqMonTp97JIOf,0.519,0.772,-5.158,0.0405,0.0628,75.054,0.161,0.355
Someone Else,Loveless,2difkxoCWFI8heCIu8deOE,0.44,0.872,-4.9,0.0792,0.0102,159.854,0.13,0.389
Demon Girl,Nathan James,68PhEVFIrGeeeBRGb0MGHN,0.417,0.72,-5.598,0.0447,0.00363,165.143,0.189,0.252
Wake Up,Smash Into Pieces,2q9og3lbX4cdRaZMKVmlSY,0.648,0.931,-3.299,0.0562,0.014,124.996,0.123,0.588
Kill TV (feat. Nile Rodgers),ONR,1itczyE3t7bDv6ydYmJM2S,0.617,0.946,-4.257,0.0636,0.000507,124.003,0.304,0.214
The Water,Hands Like Houses,6cvME8ab5VSQWOgBNT5KoM,0.47,0.902,-4.544,0.129,0.00419,156.094,0.153,0.607
killing me,august brodie,1V9luKoEKlMyweVDBEl3uO,0.731,0.774,-4.179,0.0327,0.0369,110.076,0.147,0.578
Renegades,L.A. Guns,3RyH5KkHlzSC5g1Ddi30ew,0.367,0.988,-3.053,0.0775,0.000887,170.0,0.175,0.353
Dying to Feel Alive,Luca Brasi,0esr1qU2Alrke9bK4eesbZ,0.519,0.888,-3.517,0.0326,0.000863,139.987,0.16,0.598
Is This The Real World?,The Red Jumpsuit Apparatus,3e2tr1bHz22S1fv550mmAp,0.187,0.971,-2.511,0.193,0.00372,83.34,0.0941,0.344
Happy Enough,Familiar Spaces,6K6nVE6MmxzsBEuwLXVaoZ,0.224,0.829,-4.581,0.0506,0.0543,76.536,0.32,0.429
"Sundown, Somehow",Neverkept,5teyrxwR2SnmUOf8nCiono,0.455,0.969,-3.009,0.188,0.00198,74.952,0.107,0.188
Be The Same,Point North,2BGszBYYiWAAGRPaLmCoJL,0.447,0.855,-4.63,0.0702,0.000271,170.014,0.18,0.458
Like That,Stand Atlantic,6FxIFdX1jeJYwPozaeqaZj,0.572,0.953,-3.648,0.0494,0.0007,131.979,0.0579,0.388
Trust Issues,Traceless,4B26tUvlw4qaKGycetha2X,0.535,0.804,-6.982,0.0405,8.05e-05,130.007,0.0889,0.289
Sink,No Dice,6pdeajVZ81tQwY8oIH6gFw,0.462,0.938,-3.844,0.0483,0.00106,169.87,0.26,0.39
Trouble Prone,Down for Tomorrow,5ICqGwuTjnSZjWEBQVLOo8,0.471,0.925,-3.17,0.0733,1.82e-05,138.018,0.135,0.466
Superstition,Andy's Room,1ranTRXpdqrriwYFK7pNt9,0.35,0.932,-4.039,0.0483,0.000294,153.085,0.45,0.574
Leave It All Behind,The Mazlows,3CLlEnggBg4pdxMWG1U9NC,0.532,0.771,-3.8,0.0414,0.000327,124.955,0.114,0.373
Messed Up Summer,Nevrlands,7sGY4Alflf7Y9RUhRFHo1b,0.491,0.815,-7.524,0.057,0.0157,156.118,0.341,0.333
Your Reminder,Miss Fortune,1GonAaynTC7Rl2XsrqWnWj,0.594,0.456,-10.143,0.0285,0.0328,125.044,0.17,0.707
let go of your love,Thousand Below,1ehMNecFGwZu0tmCImU473,0.426,0.389,-8.063,0.0269,0.831,154.246,0.0963,0.17
Sick Joke,Neck Deep,7shZE88Gj8XrpHvwtN0CEl,0.558,0.733,-4.495,0.0375,0.000792,124.957,0.343,0.604
Box for My Organs,Barely Civil,3x3pgmn0vj4bpRl0QmMlJS,0.199,0.948,-5.012,0.0511,0.000397,163.499,0.128,0.253
Nights Alone,Broadside,4pqfAjOdONW9IGHq5BV328,0.533,0.94,-4.646,0.0965,0.0432,140.044,0.336,0.498
Paralyzed,Lovejoy,5VqncpPT97X14lKIDxYIqP,0.406,0.965,-4.504,0.0905,0.00132,174.957,0.139,0.611
Backseat,Bails,1FthiwfvI1iR6eUN1V3De1,0.458,0.81,-5.233,0.0936,0.252,164.944,0.186,0.456
Who Are We Now,FANGZ,70ScXUSqK5CQLJH66gkgwC,0.386,0.971,-2.766,0.094,5.69e-06,174.898,0.555,0.32
SNOWFLAKE,fish narc,649BZw1MWvmpFYb5G7oODB,0.713,0.652,-5.889,0.0517,0.00153,132.011,0.192,0.684
ultimatum,Wolf Culture,5hZnL59ovt3isPLAhPaLa0,0.483,0.943,-3.873,0.0595,0.000114,126.024,0.246,0.341
Swear Jar,Rival Town,3sS8rnl4PiCn1VnM556GLg,0.594,0.943,-4.012,0.048,0.000299,125.019,0.0792,0.582
I Revolve (Around You),Neck Deep,2EI3gFabulKdys1h2Phquv,0.542,0.817,-5.812,0.0344,0.000319,101.986,0.567,0.354
London,The Young Hearts,0ZbYlNmHYyOOJJ5pe368nw,0.461,0.786,-5.192,0.0699,0.00266,149.921,0.0512,0.543
"hand crushed by a mallet (Remix) [feat. Fall Out Boy, Craig Owens, Nicole Dollanganger]",100 gecs,5Mm2CJzNRiICC5MWRWQnBo,0.473,0.936,-2.441,0.408,0.0335,173.53,0.607,0.545
Too Far Gone,Cold Years,565Q8A8Gl8n4EhgVhpEBBx,0.415,0.941,-4.3,0.0524,0.00181,167.978,0.337,0.572
Discourse,Weigh the Anchor,3tbvNiWIyOS4rJmR8b1pCz,0.337,0.74,-5.835,0.0414,0.386,90.078,0.137,0.447
We'll Watch the World End,We Set Signals,6T2UOeMDrw45jrU5f8yn2i,0.371,0.897,-6.147,0.047,0.00276,181.974,0.644,0.591
Together,Yours Truly,3MIbTPWQAWoMd4mZSEbXZy,0.482,0.96,-3.485,0.0667,0.000111,92.036,0.387,0.587
Fuck Them All,The Dangerous Summer,5XTKO227Jtu81Ni41Fi9Gj,0.539,0.887,-6.935,0.037,0.0161,100.017,0.267,0.448
Home,Throw The Fight,5gy1YIqLHga0NlBz9ngrFX,0.445,0.893,-2.826,0.0496,0.000115,92.545,0.262,0.279
